FECHA,HORA,MODALIDAD,CANT_FALLECIDOS,CANT_HERIDOS,LATITUD,LONGITUD,DEPARTAMENTO,PROVINCIA,DISTRITO
2020-05-22,05:45:00,DESPISTE,0,0,-11.501,-77.301,LIMA,HUARAL,CHANCAY-HUARAL
2020-05-23,07:40:00,DESPISTE,0,3,-16.421222,-73.1138,AREQUIPA,CAMANA,OCOÑA
2020-05-23,11:00:00,DESPISTE,0,0,-11.666527,-76.251718,LIMA,HUAROCHIRI,CHICLA
2020-05-24,07:20:00,DESPISTE,0,1,-11.599171,-76.159345,JUNIN,YAULI,MOROCOCHA
2020-05-24,14:30:00,CHOQUE,0,2,-11.70044165,-76.26723872,LIMA,HUAROCHIRI,CHICLA
2020-05-25,03:00:00,DESPISTE,0,0,-11.719405,-77.178269,LIMA,LIMA,ANCON
2020-05-25,11:30:00,DESPISTE,0,0,-11.7457834,-76.2900657,LIMA,HUAROCHIRI,SAN MATEO
2020-05-25,09:15:00,DESPISTE,0,0,-15.763515,-70.927405,PUNO,LAMPA,SANTA LUCIA
2020-05-26,21:50:00,DESPISTE,1,0,-9.773194,-78.232917,ANCASH,CASMA,CASMA
2020-05-26,17:00:00,CHOQUE,2,2,-13.04095108,-76.47198664,LIMA,CAÑETE,CERRO AZUL
2020-05-26,07:45:00,DESPISTE,0,0,-11.668354,-76.254729,LIMA,HUAROCHIRI,CHICLA
2020-05-27,12:55:00,VOLCADURA,0,1,-8.634370417,-78.63150115,LA LIBERTAD,VIRU,CHAO
2020-05-27,12:30:00,DESPISTE,0,2,-14.5529765,-73.38918368,APURIMAC,AYMARAES,COTARUSE
2020-05-27,07:00:00,CHOQUE,0,0,-13.437459,-76.137071,ICA,CHINCHA,CHINCHA ALTA
2020-05-28,14:00:00,DESPISTE,1,1,-12.33685471,-74.82596567,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
2020-05-29,18:40:00,INCENDIO,0,1,-7.881682521,-79.12972936,LA LIBERTAD,ASCOPE,CHICAMA
2020-05-30,23:00:00,DESPISTE,0,0,-10.886375,-77.679629,LIMA,HUAURA,VEGUETA
2020-05-30,15:00:00,CHOQUE,1,4,-13.947528,-75.802365,ICA,ICA,SALAS-ICA
2020-05-31,21:30:00,DESPISTE,0,0,-14.121,-73.284,APURIMAC,AYMARAES,TORAYA
2020-06-01,04:40:00,CHOQUE,0,2,-11.602411,-76.124274,JUNIN,YAULI,MOROCOCHA
2020-06-01,14:20:00,DESPISTE,0,1,-13.177867,-76.356627,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-06-02,16:00:00,VOLCADURA,0,0,-5.582414017,-79.96425047,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2020-06-02,17:00:00,DESPISTE,0,0,-11.790332,-75.689845,JUNIN,JAUJA,CURICACA
2020-06-02,17:00:00,CHOQUE,0,4,-8.566053,-78.673761,LA LIBERTAD,VIRU,CHAO
2020-06-03,06:30:00,CHOQUE,1,4,-8.469889,-74.798917,UCAYALI,CORONEL PORTILLO,CAMPOVERDE
2020-06-04,03:50:00,DESPISTE,1,0,-16.72423629,-72.41694064,AREQUIPA,CAMANA,QUILCA
2020-06-05,15:45:00,CHOQUE,0,0,-11.739333,-76.2827713,LIMA,HUAROCHIRI,SAN MATEO
2020-06-05,19:30:00,DESPISTE,0,0,-5.593603,-79.956588,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2020-06-05,04:30:00,DESPISTE,0,1,-8.356296,-78.876304,LA LIBERTAD,VIRU,VIRU
2020-06-05,02:30:00,CHOQUE,0,3,-6.549361,-80.008917,LAMBAYEQUE,LAMBAYEQUE,MORROPE
2020-06-05,00:00:00,CHOQUE,0,2,-11.092682,-75.330268,JUNIN,CHANCHAMAYO,SAN RAMON
2020-06-06,02:50:00,DESPISTE,2,1,-15.688761,-70.544549,PUNO,LAMPA,SANTA LUCIA
2020-06-07,19:20:00,DESPISTE,0,0,-11.627695,-76.221678,LIMA,HUAROCHIRI,CHICLA
2020-06-08,05:50:00,INCENDIO,0,0,-13.353772,-74.097028,AYACUCHO,HUAMANGA,ACOCRO
2020-06-08,23:30:00,DESPISTE,0,0,-13.024336,-76.474868,LIMA,CAÑETE,CERRO AZUL
2020-06-09,05:15:00,CHOQUE,0,0,-9.79728,-78.203473,ANCASH,HUARMEY,CULEBRAS
2020-06-09,09:11:00,ESPECIAL,0,0,-11.737989,-76.275387,LIMA,HUAROCHIRI,SAN MATEO
2020-06-09,15:10:00,DESPISTE,0,0,-11.822966,-75.502968,JUNIN,JAUJA,PARCO
2020-06-09,20:11:00,CHOQUE,0,2,-10.649583,-76.163361,PASCO,PASCO,TICLACAYAN
2020-06-10,07:00:00,DESPISTE,0,0,-11.573798,-75.957872,JUNIN,YAULI,LA OROYA
2020-06-10,07:00:00,CHOQUE,2,0,-8.433946422,-78.76839065,LA LIBERTAD,VIRU,VIRU
2020-06-10,19:50:00,DESPISTE,0,0,-14.640194,-74.049278,AYACUCHO,LUCANAS,PUQUIO
2020-06-10,04:30:00,CHOQUE,0,2,-11.87341,-77.015781,LIMA,LIMA,CARABAYLLO
2020-06-10,17:30:00,DESPISTE,0,1,-14.641492,-74.303777,AYACUCHO,LUCANAS,LUCANAS
2020-06-11,06:30:00,DESPISTE,0,0,-6.483361,-80.094861,LAMBAYEQUE,LAMBAYEQUE,MORROPE
2020-06-11,04:50:00,CHOQUE,0,0,-11.589709,-76.063702,JUNIN,YAULI,MOROCOCHA
2020-06-11,15:00:00,INCENDIO,1,0,-14.49975,-73.260806,APURIMAC,AYMARAES,COTARUSE
2020-06-13,21:30:00,DESPISTE,0,0,-15.8150125,-74.32173868,AREQUIPA,CARAVELI,ATIQUIPA
2020-06-13,14:10:00,DESPISTE,0,1,-11.658804,-77.202903,LIMA,HUARAL,AUCALLAMA
2020-06-14,17:50:00,DESPISTE,1,1,-11.615585,-76.207314,LIMA,HUAROCHIRI,CHICLA
2020-06-15,05:30:00,CHOQUE,0,4,-5.198694,-80.643028,PIURA,PIURA,VEINTISEIS DE OCTUBRE
2020-06-15,08:30:00,DESPISTE,0,1,-15.688595,-70.545321,PUNO,LAMPA,SANTA LUCIA
2020-06-15,10:35:00,DESPISTE,0,0,-14.735442,-71.34458,CUSCO,ESPINAR,PICHIGUA
2020-06-16,02:54:00,DESPISTE,0,0,-10.4489947,-77.9271887,ANCASH,HUARMEY,HUARMEY
2020-06-16,04:00:00,DESPISTE,0,0,-11.700944,-76.267583,LIMA,HUAROCHIRI,CHICLA
2020-06-16,16:40:00,DESPISTE,1,10,-17.55958056,-70.02953963,TACNA,TARATA,ESTIQUE-PAMPA
2020-06-16,00:30:00,CHOQUE,0,3,-11.770333,-76.30408,LIMA,HUAROCHIRI,SAN MATEO
2020-06-17,06:30:00,DESPISTE,0,0,-10.693509,-77.785163,LIMA,BARRANCA,PATIVILCA
2020-06-17,21:30:00,DESPISTE,0,0,-11.060005,-75.338033,JUNIN,CHANCHAMAYO,CHANCHAMAYO
2020-06-17,15:50:00,CHOQUE,1,0,-9.843744,-76.137027,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE
2020-06-17,09:00:00,CHOQUE,0,1,-13.241329,-76.287605,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-06-18,06:30:00,DESPISTE,0,0,-13.382731,-73.940813,AYACUCHO,HUAMANGA,OCROS
2020-06-18,09:30:00,DESPISTE,0,1,-15.68481329,-70.07138246,PUNO,PUNO,PAUCARCOLLA
2020-06-19,03:45:00,DESPISTE,0,0,-17.251116,-70.987353,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
2020-06-19,10:57:00,DESPISTE,0,0,-14.317874,-73.196625,APURIMAC,AYMARAES,CHALHUANCA
2020-06-19,21:40:00,INCENDIO,0,0,-12.988,-76.49,LIMA,CAÑETE,CERRO AZUL
2020-06-20,08:20:00,CHOQUE,0,0,-11.704065,-77.187856,LIMA,LIMA,ANCON
2020-06-20,00:00:00,DESPISTE,0,0,-11.544371,-75.881717,JUNIN,YAULI,LA OROYA
2020-06-21,13:00:00,CHOQUE,0,1,-16.602611,-72.702056,AREQUIPA,CAMANA,SAMUEL PASTOR
2020-06-21,06:15:00,DESPISTE,0,0,-9.605936,-78.257334,ANCASH,CASMA,CASMA
2020-06-21,06:50:00,DESPISTE,0,0,-5.263802,-80.613334,PIURA,PIURA,CATACAOS
2020-06-22,20:45:00,DESPISTE,0,0,-12.897916,-76.505413,LIMA,CAÑETE,ASIA
2020-06-23,08:15:00,DESPISTE,0,1,-12.656736,-76.662967,LIMA,CAÑETE,SAN ANTONIO
2020-06-23,15:30:00,CHOQUE,1,0,-8.64855,-74.972506,UCAYALI,PADRE ABAD,NESHUYA
2020-06-23,22:45:00,CHOQUE,1,0,-10.07525,-78.153472,ANCASH,HUARMEY,HUARMEY
2020-06-23,16:45:00,CHOQUE,0,0,-8.4299947,-78.7791887,LA LIBERTAD,VIRU,VIRU
2020-06-24,15:00:00,DESPISTE,0,0,-11.777517,-77.158382,LIMA,LIMA,ANCON
2020-06-24,00:30:00,DESPISTE,0,0,-11.786292,-75.555373,JUNIN,JAUJA,PARCO
2020-06-25,12:40:00,DESPISTE,0,1,-14.63035715,-73.98821765,AYACUCHO,LUCANAS,PUQUIO
2020-06-25,22:58:00,CHOQUE,2,3,-6.061455956,-79.08063094,CAJAMARCA,JAEN,PUCARA-JAEN
2020-06-25,07:00:00,DESPISTE,0,0,-10.693766,-77.785074,LIMA,BARRANCA,PATIVILCA
2020-06-25,07:40:00,CHOQUE,0,0,-14.502511,-73.264863,APURIMAC,AYMARAES,COTARUSE
2020-06-26,06:30:00,DESPISTE,1,0,-7.645552165,-79.34946319,LA LIBERTAD,ASCOPE,RAZURI
2020-06-29,09:40:00,DESPISTE,0,2,-16.66978827,-72.55859869,AREQUIPA,CAMANA,QUILCA
2020-06-29,06:25:00,DESPISTE,0,0,-10.426,-77.9247,ANCASH,HUARMEY,HUARMEY
2020-06-30,14:10:00,VOLCADURA,0,0,-8.5207706,-78.6905328,LA LIBERTAD,VIRU,CHAO
2020-06-30,18:35:00,EMBISTE,0,1,-15.313526,-70.223477,PUNO,LAMPA,CALAPUJA
2020-06-30,04:10:00,CHOQUE,1,2,-7.410696,-79.55424,LA LIBERTAD,PACASMAYO,PACASMAYO
2020-06-30,07:51:00,ATROPELLO,1,0,-16.520161,-71.748664,AREQUIPA,AREQUIPA,LA JOYA
2020-06-30,06:00:00,CHOQUE,0,0,-9.186366002,-78.47018807,ANCASH,SANTA,NUEVO CHIMBOTE
2020-07-01,06:20:00,DESPISTE,0,0,-10.539507,-77.888326,ANCASH,HUARMEY,HUARMEY
2020-07-01,09:20:00,DESPISTE,0,0,-7.238015,-79.458852,LA LIBERTAD,PACASMAYO,GUADALUPE
2020-07-01,00:30:00,CHOQUE,0,1,-8.990611,-78.617944,ANCASH,SANTA,SANTA
2020-07-02,01:45:00,CHOQUE,0,3,-13.389,-76.201,ICA,CHINCHA,GROCIO PRADO
2020-07-02,05:00:00,CHOQUE,2,2,-17.24859382,-71.54567719,AREQUIPA,ISLAY,PUNTA DE BOMBON
2020-07-03,03:45:00,DESPISTE,0,0,-8.779085888,-77.8874753,ANCASH,HUAYLAS,HUALLANCA-HUAYLAS
2020-07-03,18:40:00,DESPISTE,0,0,-10.699838,-76.191715,PASCO,PASCO,YANACANCHA
2020-07-03,02:00:00,DESPISTE,0,0,-8.480779,-74.534034,UCAYALI,CORONEL PORTILLO,MANANTAY
2020-07-04,02:30:00,CHOQUE,0,2,-11.39717012,-77.41014703,LIMA,HUAURA,HUACHO
2020-07-06,23:00:00,DESPISTE,0,0,-14.480902,-70.995805,CUSCO,CANAS,LAYO
2020-07-06,06:40:00,DESPISTE,1,0,-12.82384876,-76.53342491,LIMA,CAÑETE,ASIA
2020-07-06,16:30:00,DESPISTE,1,1,-6.688793,-78.540963,CAJAMARCA,HUALGAYOC,BAMBAMARCA
2020-07-06,20:55:00,CHOQUE,1,0,-14.92036027,-70.56022186,PUNO,MELGAR,AYAVIRI
2020-07-07,11:30:00,ATROPELLO,1,0,-12.124981,-77.026906,LIMA,LIMA,MIRAFLORES
2020-07-07,11:00:00,DESPISTE,0,1,-15.763738,-70.992539,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA
2020-07-08,15:15:00,CHOQUE,1,0,-6.403255,-80.18005,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2020-07-08,19:50:00,DESPISTE,0,3,-9.796602,-78.189361,ANCASH,HUARMEY,CULEBRAS
2020-07-08,19:00:00,DESPISTE,0,1,-14.646793,-74.310497,AYACUCHO,LUCANAS,LUCANAS
2020-07-09,08:20:00,CHOQUE,0,0,-8.430769921,-78.77596571,LA LIBERTAD,VIRU,VIRU
2020-07-09,12:29:00,CHOQUE,0,0,-16.253538,-71.678263,AREQUIPA,AREQUIPA,YURA
2020-07-09,23:00:00,ATROPELLO,1,0,-11.21209876,-77.55670241,LIMA,HUAURA,HUACHO
2020-07-09,20:30:00,CHOQUE,0,1,-4.814,-80.9215,PIURA,SULLANA,IGNACIO ESCUDERO
2020-07-09,07:35:00,CHOQUE,0,2,-3.518789,-80.33379,TUMBES,ZARUMILLA,PAPAYAL
2020-07-09,18:40:00,ATROPELLO,1,0,-13.65862581,-73.37573702,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS
2020-07-10,07:00:00,CHOQUE,1,0,-13.12451441,-76.39536661,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-07-10,04:00:00,CHOQUE,1,3,-16.60250133,-72.76407756,AREQUIPA,CAMANA,MARISCAL CACERES
2020-07-11,07:30:00,DESPISTE,0,0,-9.458315,-77.155919,ANCASH,HUARI,HUANTAR
2020-07-11,19:00:00,CHOQUE,0,0,-18.154722,-70.677778,TACNA,TACNA,SAMA
2020-07-11,07:15:00,DESPISTE,0,0,-7.988625,-78.249371,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA
2020-07-11,05:30:00,DESPISTE,0,1,-11.65263,-77.2056,LIMA,HUARAL,AUCALLAMA
2020-07-11,06:10:00,ESPECIAL,1,0,-14.339391,-72.116145,CUSCO,CHUMBIVILCAS,LLUSCO
2020-07-11,06:10:00,CHOQUE,0,2,-5.067333,-80.596389,PIURA,PIURA,CASTILLA
2020-07-12,10:30:00,CHOQUE,0,3,-11.964523,-76.74212,LIMA,LIMA,LURIGANCHO
2020-07-12,17:30:00,DESPISTE,0,2,-9.730435,-77.46119,ANCASH,RECUAY,RECUAY
2020-07-13,22:50:00,DESPISTE,0,0,-11.39717012,-77.41014703,LIMA,HUAURA,HUACHO
2020-07-14,06:30:00,INCENDIO,0,0,-10.40583993,-77.96985014,ANCASH,HUARMEY,HUARMEY
2020-07-14,10:25:00,DESPISTE,0,0,-11.65263,-77.2056,LIMA,HUARAL,AUCALLAMA
2020-07-14,12:00:00,DESPISTE,0,0,-11.426,-77.3667,LIMA,HUARAL,CHANCAY-HUARAL
2020-07-14,23:15:00,INCENDIO,0,0,-12.076647,-77.02775,LIMA,LIMA,LA VICTORIA-LIMA
2020-07-14,18:00:00,DESPISTE,1,0,-11.39954297,-77.39165766,LIMA,HUAURA,HUACHO
2020-07-15,00:50:00,CHOQUE,0,1,-16.05,-71.335,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
2020-07-15,17:40:00,CHOQUE,0,2,-12.05207568,-75.2401153,JUNIN,HUANCAYO,PILCOMAYO
2020-07-15,22:30:00,DESPISTE,0,3,-15.680066,-70.424782,PUNO,SAN ROMAN,CABANILLAS
2020-07-16,19:00:00,DESPISTE,0,0,-11.78272542,-76.33098844,LIMA,HUAROCHIRI,SAN MATEO
2020-07-16,10:40:00,DESPISTE,0,1,-13.39480066,-76.1980872,ICA,CHINCHA,GROCIO PRADO
2020-07-16,07:50:00,CHOQUE,0,3,-8.56927,-78.673699,LA LIBERTAD,VIRU,CHAO
2020-07-17,06:20:00,CHOQUE,0,0,-13.956,-75.79,ICA,ICA,SALAS-ICA
2020-07-17,07:30:00,DESPISTE,0,0,-12.659023,-69.318374,MADRE DE DIOS,TAMBOPATA,TAMBOPATA
2020-07-17,06:00:00,CHOQUE,0,2,-13.963458,-75.782769,ICA,ICA,SALAS-ICA
2020-07-20,04:50:00,CHOQUE,0,0,-9.382549,-78.384348,ANCASH,CASMA,COMANDANTE NOEL
2020-07-21,00:30:00,DESPISTE,0,0,-15.41340319,-70.14866118,PUNO,SAN ROMAN,SAN MIGUEL-SAN ROMAN
2020-07-21,01:15:00,DESPISTE,0,0,-9.334017829,-78.3992287,ANCASH,SANTA,SAMANCO
2020-07-21,06:50:00,CHOQUE,1,1,-11.341021,-77.4652987,LIMA,HUAURA,HUACHO
2020-07-21,08:00:00,CHOQUE,1,1,-11.598783,-76.180431,JUNIN,YAULI,MOROCOCHA
2020-07-21,08:30:00,DESPISTE,0,1,-16.5437,-72.587057,AREQUIPA,CAMANA,QUILCA
2020-07-22,02:00:00,CHOQUE,0,0,-11.6289,-76.2224,LIMA,HUAROCHIRI,CHICLA
2020-07-22,07:00:00,DESPISTE,0,0,-15.71389861,-70.83305002,PUNO,LAMPA,SANTA LUCIA
2020-07-23,17:25:00,DESPISTE,0,0,-11.45722274,-75.95386345,JUNIN,YAULI,PACCHA
2020-07-23,03:10:00,DESPISTE,0,0,-16.508172,-71.742241,AREQUIPA,AREQUIPA,UCHUMAYO
2020-07-23,14:30:00,CHOQUE,0,0,-6.987184,-78.572455,CAJAMARCA,CAJAMARCA,CAJAMARCA
2020-07-23,03:50:00,CHOQUE,3,1,-14.909132,-74.985269,ICA,NASCA,NASCA
2020-07-23,06:30:00,DESPISTE,0,2,-13.617221,-72.865392,APURIMAC,ABANCAY,TAMBURCO
2020-07-23,16:20:00,CHOQUE,0,2,-10.902,-76.072,JUNIN,JUNIN,CARHUAMAYO
2020-07-24,05:30:00,INCENDIO,0,0,-8.802678,-78.647871,LA LIBERTAD,VIRU,GUADALUPITO
2020-07-24,10:52:00,DESPISTE,0,0,-8.569378,-74.900558,UCAYALI,CORONEL PORTILLO,CAMPOVERDE
2020-07-24,11:30:00,DESPISTE,0,3,-11.974092,-76.838836,LIMA,LIMA,LURIGANCHO
2020-07-24,07:24:00,DESPISTE,1,0,-16.5439948,-72.5901887,AREQUIPA,CAMANA,SAMUEL PASTOR
2020-07-24,21:30:00,CHOQUE,0,2,-5.180759663,-80.57320465,PIURA,PIURA,CASTILLA
2020-07-25,13:50:00,DESPISTE,0,0,-15.238972,-74.939705,AREQUIPA,CARAVELI,LOMAS
2020-07-25,23:00:00,DESPISTE,0,0,-8.192889,-76.577917,SAN MARTIN,TOCACHE,TOCACHE
2020-07-25,01:00:00,CHOQUE,0,4,-12.059947,-77.037873,LIMA,LIMA,LIMA
2020-07-25,13:20:00,CHOQUE,1,3,-11.54240838,-77.28057338,LIMA,HUARAL,CHANCAY-HUARAL
2020-07-25,11:30:00,CHOQUE,0,1,-13.636402,-72.90712,APURIMAC,ABANCAY,ABANCAY
2020-07-26,20:18:00,DESPISTE,0,0,-14.870878,-74.987737,ICA,NASCA,NASCA
2020-07-26,03:40:00,DESPISTE,0,2,-13.234,-76.2924,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-07-26,03:30:00,DESPISTE,1,1,-14.6914577,-74.5061317,AYACUCHO,LUCANAS,LEONCIO PRADO
2020-07-26,03:30:00,DESPISTE,0,1,-4.611965,-81.152243,PIURA,TALARA,PARIÑAS
2020-07-26,06:00:00,CHOQUE,0,1,-10.413,-77.9655,ANCASH,HUARMEY,HUARMEY
2020-07-26,05:00:00,DESPISTE,0,6,-9.817633168,-76.06540151,HUANUCO,HUANUCO,CHINCHAO
2020-07-26,19:15:00,DESPISTE,0,3,-16.10427676,-71.6178215,AREQUIPA,AREQUIPA,YURA
2020-07-26,17:00:00,DESPISTE,11,2,-8.428462,-78.347072,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO
2020-07-26,13:20:00,CHOQUE,1,0,-11.7616587,-76.9773257,LIMA,LIMA,CARABAYLLO
2020-07-26,06:00:00,CHOQUE,0,1,-14.427,-75.516,ICA,ICA,SANTIAGO-ICA
2020-07-27,15:00:00,ESPECIAL,0,0,-12.15267423,-76.97588772,LIMA,LIMA,SAN JUAN DE MIRAFLORES
2020-07-27,15:00:00,ESPECIAL,0,2,-8.186063453,-78.98243892,LA LIBERTAD,TRUJILLO,SALAVERRY
2020-07-27,21:00:00,CHOQUE,1,1,-7.438452692,-79.50279748,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC
2020-07-27,21:30:00,CHOQUE,0,1,-11.564537,-75.954509,JUNIN,YAULI,SANTA ROSA DE SACCO
2020-07-28,05:30:00,CHOQUE,0,0,-11.592038,-76.139931,JUNIN,YAULI,MOROCOCHA
2020-07-28,06:10:00,DESPISTE,0,0,-11.814443,-75.614058,JUNIN,JAUJA,CURICACA
2020-07-29,01:15:00,DESPISTE,0,0,-13.6749948,-71.6701887,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS
2020-07-29,06:07:00,DESPISTE,0,1,-11.617945,-75.983504,JUNIN,YAULI,SANTA ROSA DE SACCO
2020-07-29,04:40:00,DESPISTE,0,2,-6.5132,-79.182,CAJAMARCA,CHOTA,LLAMA
2020-07-29,09:36:00,DESPISTE,0,2,-14.685584,-74.500599,AYACUCHO,LUCANAS,LEONCIO PRADO
2020-07-30,04:15:00,CHOQUE,0,0,-11.75938,-76.300475,LIMA,HUAROCHIRI,SAN MATEO
2020-07-30,04:40:00,CHOQUE,0,0,-11.598,-76.134,JUNIN,YAULI,MOROCOCHA
2020-07-30,07:30:00,DESPISTE,0,1,-9.223,-78.4495,ANCASH,SANTA,NEPEÑA
2020-07-30,17:15:00,CHOQUE,1,0,-11.59410447,-76.18970538,LIMA,HUAROCHIRI,CHICLA
2020-07-30,21:15:00,EMBISTE,0,5,-9.149004013,-78.50888781,ANCASH,SANTA,NUEVO CHIMBOTE
2020-07-31,19:00:00,DESPISTE,0,3,-11.79601944,-75.451112,JUNIN,JAUJA,ATAURA
2020-07-31,07:00:00,DESPISTE,0,0,-15.765145,-70.920796,PUNO,LAMPA,SANTA LUCIA
2020-07-31,04:35:00,DESPISTE,0,1,-7.250334,-79.480231,LA LIBERTAD,PACASMAYO,GUADALUPE
2020-07-31,09:00:00,CHOQUE,0,1,-13.016291,-76.478415,LIMA,CAÑETE,CERRO AZUL
2020-08-01,01:30:00,CHOQUE,0,1,-11.734603,-76.2608559,LIMA,HUAROCHIRI,CHICLA
2020-08-01,15:00:00,DESPISTE,0,1,-11.781,-76.308,LIMA,HUAROCHIRI,SAN MATEO
2020-08-03,16:50:00,CHOQUE,0,0,-11.01569382,-74.75222574,JUNIN,CHANCHAMAYO,PICHANAQUI
2020-08-03,14:55:00,CHOQUE,1,0,-10.75595,-77.76341,LIMA,BARRANCA,BARRANCA
2020-08-04,08:10:00,CHOQUE,0,0,-11.671,-76.25635,LIMA,HUAROCHIRI,CHICLA
2020-08-04,06:50:00,CHOQUE,0,0,-8.449496593,-78.73499237,LA LIBERTAD,VIRU,VIRU
2020-08-04,16:30:00,DESPISTE,0,0,-10.153692,-77.31996,ANCASH,BOLOGNESI,CAJACAY
2020-08-04,10:00:00,DESPISTE,0,0,-13.193,-76.3511887,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-08-04,15:30:00,DESPISTE,0,7,-5.893118,-78.163329,AMAZONAS,UTCUBAMBA,JAMALCA
2020-08-04,23:40:00,CHOQUE,0,2,-9.58,-78.255,ANCASH,CASMA,CASMA
2020-08-04,21:00:00,DESPISTE,0,1,-11.608958,-76.036273,JUNIN,YAULI,YAULI
2020-08-05,04:40:00,DESPISTE,0,1,-12.080624,-76.986852,LIMA,LIMA,SAN BORJA
2020-08-06,04:45:00,CHOQUE,0,0,-10.4,-77.9805,ANCASH,HUARMEY,HUARMEY
2020-08-06,07:30:00,CHOQUE,0,0,-14.703006,-75.105012,ICA,NASCA,EL INGENIO
2020-08-06,11:00:00,DESPISTE,0,0,-10.66086835,-76.1748592,PASCO,PASCO,YANACANCHA
2020-08-06,15:05:00,CHOQUE,0,0,-14.06,-75.742,ICA,ICA,ICA
2020-08-07,06:30:00,CHOQUE,0,10,-7.111168,-79.497646,LA LIBERTAD,CHEPEN,PACANGA
2020-08-07,04:30:00,DESPISTE,0,0,-11.39954297,-77.39165766,LIMA,HUAURA,HUACHO
2020-08-07,09:00:00,CHOQUE,0,2,-16.6976,-72.463,AREQUIPA,CAMANA,QUILCA
2020-08-07,09:00:00,INCENDIO,0,0,-7.226683957,-79.44426159,LA LIBERTAD,CHEPEN,CHEPEN
2020-08-07,09:00:00,DESPISTE,0,0,-11.40038684,-77.39208137,LIMA,HUAURA,HUACHO
2020-08-07,15:00:00,DESPISTE,0,0,-11.132377,-75.380952,JUNIN,CHANCHAMAYO,SAN RAMON
2020-08-08,03:25:00,CHOQUE,1,0,-8.40982,-78.80991333,LA LIBERTAD,VIRU,VIRU
2020-08-08,18:15:00,DESPISTE,0,2,-11.599378,-76.114535,JUNIN,YAULI,MOROCOCHA
2020-08-09,03:10:00,DESPISTE,0,0,-15.94989575,-74.05743848,AREQUIPA,CARAVELI,CHAPARRA
2020-08-09,05:30:00,DESPISTE,0,0,-16.050533,-71.33884,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
2020-08-09,06:30:00,VOLCADURA,0,0,-9.8690199,-77.0875218,ANCASH,BOLOGNESI,AQUIA
2020-08-09,09:30:00,DESPISTE,0,0,-15.796572,-74.40832,AREQUIPA,CARAVELI,ATIQUIPA
2020-08-10,01:30:00,CHOQUE,0,1,-5.5597303,-80.5854576,PIURA,SECHURA,CRISTO NOS VALGA
2020-08-10,19:00:00,CHOQUE,0,2,-9.510278,-78.284472,ANCASH,CASMA,CASMA
2020-08-10,22:30:00,CHOQUE,0,1,-11.5968323,-75.9631309,JUNIN,YAULI,LA OROYA
2020-08-10,06:10:00,DESPISTE,0,0,-13.157,-76.375,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2020-08-10,04:40:00,DESPISTE,0,0,-15.6908703,-70.5810997,PUNO,LAMPA,SANTA LUCIA
2020-08-10,06:00:00,CHOQUE,0,0,-9.155017,-78.502287,ANCASH,SANTA,NUEVO CHIMBOTE
2020-08-10,22:40:00,DESPISTE,0,0,-11.462,-75.959,JUNIN,YAULI,PACCHA
2020-08-11,10:30:00,DESPISTE,0,0,-13.8467715,-71.53468951,CUSCO,QUISPICANCHI,QUIQUIJANA
2020-08-11,14:30:00,CHOQUE,0,0,-8.489707,-74.828628,UCAYALI,CORONEL PORTILLO,CAMPOVERDE
2020-08-12,00:45:00,CHOQUE,0,1,-10.224,-78.04,ANCASH,HUARMEY,HUARMEY
2020-08-12,04:40:00,DESPISTE,0,3,-12.018472,-76.897278,LIMA,LIMA,ATE
2020-08-12,18:42:00,DESPISTE,0,3,-11.609247,-76.038022,JUNIN,YAULI,YAULI
2020-08-12,19:00:00,ATROPELLO,1,0,-11.9480437,-77.13257302,CALLAO,CALLAO,CALLAO
2020-08-12,20:50:00,CHOQUE,0,0,-12.960711,-76.499595,LIMA,CAÑETE,CERRO AZUL
2020-08-12,21:50:00,ESPECIAL,0,0,-15.3320242,-74.9025617,AREQUIPA,CARAVELI,LOMAS
2020-08-13,10:00:00,DESPISTE,0,1,-12.0211379,-76.9241553,LIMA,LIMA,LURIGANCHO
2020-08-13,20:55:00,CHOQUE,0,1,-7.645552165,-79.34946319,LA LIBERTAD,ASCOPE,RAZURI
2020-08-13,02:07:00,DESPISTE,0,0,-7.227,-78.493,CAJAMARCA,CAJAMARCA,CAJAMARCA
